Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Crop_Growth_Stage_Harvest,Crop_Growth_Stage_Sowing,Crop_Growth_Stage_Vegetative,Season_Rabi,Season_Zaid,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,Water_Source_Rainwater,Water_Source_Reservoir,Water_Source_River,Mulching_Used_Yes,Region_East,Region_North,Region_South,Region_West,Irrigation_Need
6.76,17.07,1.33,2.86,28.76,56.97,1921.52,8.05,5.1,4.13,47.21,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,2
7.36,48.44,0.38,3.38,34.63,85.31,88.66,6.23,2.12,8.18,67.63,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2
6.33,45.76,1.48,0.25,39.73,54.6,2016.54,10.57,3.23,4.44,90.82,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,2
5.01,10.59,1.59,1.41,14.7,62.24,565.52,4.8,15.97,13.4,56.95,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,2
5.6,45.72,1.34,0.98,17.31,91.36,1529.32,6.73,7.54,14.76,34.63,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,1
7.0,27.9,0.61,1.57,12.13,32.72,1796.85,9.57,13.67,5.22,42.27,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,2
6.1,56.27,0.59,1.73,12.57,63.56,466.78,5.45,3.79,3.91,68.62,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,1
5.59,27.49,0.59,1.92,37.99,41.19,1093.35,5.68,7.15,9.7,9.73,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1
7.44,12.93,0.54,2.88,31.11,25.9,56.77,8.25,7.16,8.57,78.27,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,0
5.88,18.52,0.77,3.16,14.53,76.67,720.99,9.56,1.4,4.08,21.5,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,1
7.27,8.17,0.5,0.73,15.91,65.57,872.65,6.03,9.31,6.49,45.51,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,2
5.89,38.9,0.95,3.48,41.61,43.8,643.43,5.79,13.19,13.86,75.31,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,2
6.53,16.5,1.11,2.69,29.48,90.18,675.22,10.94,15.31,3.18,17.62,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,1
7.12,50.17,1.2,2.72,36.95,32.51,724.98,4.7,11.02,11.73,91.7,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,2
5.69,8.62,0.38,0.38,30.94,67.11,2027.57,4.71,13.17,0.98,64.25,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
5.21,22.75,0.5,1.22,23.75,86.89,1893.36,8.1,5.07,5.84,85.64,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,2
5.85,54.78,1.5,2.49,39.12,39.13,2004.71,7.58,3.11,7.47,70.97,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2
5.36,20.97,0.63,3.21,39.66,74.93,1751.44,4.43,3.19,11.63,63.25,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2
5.5,22.17,1.18,0.92,36.15,54.25,489.29,4.66,14.58,3.25,59.24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
7.72,14.92,0.48,1.21,24.14,88.06,1061.06,5.8,14.05,13.33,70.3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
5.99,24.44,1.13,2.23,41.09,52.37,2152.47,7.02,4.48,14.23,41.86,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,2
6.64,48.89,0.95,2.01,41.86,48.23,2235.55,6.41,16.81,3.41,94.35,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1
7.68,39.46,1.54,2.28,17.64,72.11,2196.25,7.55,2.42,4.75,87.74,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,1
7.29,32.16,0.65,2.77,17.83,42.46,2276.91,9.96,5.27,14.64,114.1,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,1
6.87,26.14,1.19,3.11,25.56,42.75,708.66,8.9,13.98,6.8,69.73,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,1
5.04,48.02,1.34,0.79,16.87,89.96,2231.44,7.39,4.46,12.52,28.86,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1
5.54,43.25,0.62,3.45,22.11,73.74,2180.55,5.99,11.29,2.55,51.28,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,1
5.51,35.17,1.15,1.79,15.98,34.04,2471.78,4.09,16.54,14.24,13.6,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,1
5.61,60.2,0.71,3.38,30.38,69.83,1825.9,5.56,17.45,13.52,107.76,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1
6.18,34.68,0.44,2.67,34.23,33.74,951.93,6.73,15.93,5.69,108.44,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,1
7.29,58.15,0.46,0.99,20.17,59.29,1041.87,10.51,13.26,7.49,26.26,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
6.23,49.17,0.47,0.69,37.75,78.26,1248.7,8.64,14.09,11.98,24.2,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,1
7.8,22.32,0.36,1.59,33.09,92.75,387.55,6.45,8.95,13.51,25.07,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,2
7.54,61.22,0.67,1.35,13.39,54.98,2353.39,5.69,14.16,11.91,100.01,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,1
5.55,20.87,0.94,2.8,26.18,74.23,2330.99,5.41,7.2,13.33,54.83,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
5.29,50.08,1.32,1.94,22.27,53.92,247.54,6.99,19.54,6.0,27.54,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,2
4.87,52.02,1.4,2.53,15.47,25.5,1166.62,9.42,2.7,2.67,39.71,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,1
5.85,38.5,0.32,1.98,30.68,40.39,642.38,8.08,1.24,7.02,54.18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,2
8.19,43.06,0.38,0.78,26.96,48.68,231.75,5.04,4.26,9.85,24.7,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,2
5.9,44.77,0.66,0.36,33.71,92.41,468.12,6.55,4.21,11.29,8.88,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1
5.87,20.9,0.61,1.28,35.88,84.28,2416.15,8.64,14.75,10.85,57.98,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,2
7.93,45.7,0.97,3.38,19.35,45.43,1589.39,6.62,6.81,8.15,18.77,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1
6.1,46.6,0.66,2.15,17.04,43.75,110.56,5.67,17.45,4.07,59.56,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,1
6.46,49.19,0.65,2.73,14.02,33.74,597.77,6.46,14.43,6.54,61.89,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1
6.72,10.35,1.12,2.01,15.18,90.11,1762.82,8.71,16.63,12.71,71.73,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,2
7.95,16.73,0.97,0.39,25.99,80.59,2250.47,9.2,11.07,4.6,8.27,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,1
5.27,11.83,1.03,0.25,23.21,25.81,587.09,8.85,1.73,9.03,29.72,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1
4.86,35.1,1.43,1.33,14.47,26.84,815.24,4.76,16.03,8.89,101.74,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
6.14,33.53,0.56,2.1,26.43,31.37,848.99,7.96,1.17,6.56,112.2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
6.61,47.76,0.54,3.24,27.27,38.5,2303.99,5.3,3.36,6.94,82.08,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,1
5.16,44.52,1.51,1.93,21.45,60.38,1783.83,4.48,10.34,3.37,41.76,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,1
6.01,35.45,0.33,2.95,36.87,60.65,1975.46,8.69,14.33,4.14,49.39,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,2
6.26,30.35,0.56,2.41,14.57,78.65,2481.94,9.07,13.3,10.26,62.53,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,1
5.25,60.62,1.11,2.37,26.35,49.23,789.43,4.27,8.38,13.41,7.04,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,1
5.49,34.67,1.19,1.7,34.98,56.02,793.12,6.05,5.43,12.3,115.84,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,1
5.92,40.6,0.78,2.57,23.53,28.96,77.24,9.87,12.0,7.65,118.02,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,2
5.36,58.4,0.73,2.96,36.18,50.9,1546.79,9.99,17.24,5.37,78.56,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,2
6.22,21.42,0.81,3.4,34.93,28.91,596.86,5.77,2.79,14.97,38.89,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,2
5.68,19.47,1.19,1.05,32.03,33.95,2135.99,9.48,16.26,4.51,96.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0
4.98,59.39,0.71,3.24,18.69,30.9,1982.23,7.19,10.76,2.31,98.8,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1
6.26,24.09,0.78,2.25,40.97,52.68,1353.52,5.91,12.93,14.55,53.73,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,2
5.29,42.46,1.42,1.87,14.72,91.44,1427.08,8.82,1.76,12.36,59.8,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
5.37,48.45,1.02,1.55,33.87,72.86,1791.82,10.83,15.79,0.67,94.81,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,2
5.51,41.45,0.93,1.6,41.65,43.85,1325.91,4.6,12.46,4.43,113.83,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
7.64,10.54,0.47,1.94,27.91,77.69,367.66,9.92,18.01,5.68,33.98,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,2
5.23,52.12,1.12,1.5,20.12,64.4,2168.65,9.26,15.74,13.71,90.47,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
7.17,37.49,0.69,1.57,34.16,88.3,535.46,7.86,10.59,7.61,10.86,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1
7.62,10.66,1.34,2.39,34.62,67.76,357.75,8.01,13.93,13.16,44.01,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
6.86,8.8,0.97,2.19,32.14,84.58,1582.99,9.8,11.66,9.98,94.9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,2
5.12,50.53,0.83,0.19,33.41,35.22,1370.75,8.85,15.35,12.9,51.65,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,2
8.08,8.64,0.69,2.8,35.58,89.19,770.46,8.64,10.78,13.55,30.5,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,2
7.8,53.36,0.88,0.38,34.75,53.73,531.56,6.22,2.55,13.18,75.24,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1
6.35,32.4,1.41,2.98,29.21,39.49,1914.35,4.03,6.45,12.25,60.8,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,1
5.81,9.84,1.34,2.01,31.72,69.41,981.93,7.39,5.9,1.08,6.66,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,2
6.76,37.62,1.51,3.4,14.98,65.33,2212.66,8.21,16.19,8.23,51.8,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,1
5.66,59.03,1.28,0.91,29.29,31.96,1347.14,4.34,8.52,6.63,13.46,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1
6.25,20.75,1.12,2.58,37.76,80.67,2097.28,4.4,9.67,1.07,89.25,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2
6.4,11.27,0.74,1.02,27.01,53.25,702.4,8.62,8.28,10.22,21.78,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
5.21,16.59,0.53,3.41,37.98,26.02,1997.82,4.5,19.4,10.06,9.05,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
6.91,33.54,1.22,2.83,20.63,47.2,164.83,10.07,14.03,0.87,54.69,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,2
6.65,55.43,1.56,1.65,32.4,92.35,690.26,7.75,11.2,1.46,52.16,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,2
7.28,57.24,0.46,1.36,23.28,47.44,538.28,8.34,12.96,6.55,38.73,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,1
8.06,59.93,1.33,0.73,40.34,54.17,2209.85,6.07,2.42,1.44,21.74,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,2
7.68,29.39,0.45,0.6,27.0,46.5,670.51,9.23,10.91,5.82,92.25,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1
7.42,39.79,1.49,0.47,23.81,30.55,2323.22,9.92,19.67,6.84,3.24,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,2
7.7,62.37,1.13,1.51,34.45,87.95,1466.93,6.46,16.77,3.56,4.63,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
5.24,8.69,0.33,0.93,20.25,79.81,1217.1,7.13,2.33,5.53,28.78,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,1
5.92,63.33,0.93,0.49,23.65,41.16,2312.99,5.65,5.84,2.73,51.02,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
5.39,40.63,1.16,0.74,30.28,72.55,656.23,5.14,1.21,5.63,35.85,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,1
7.82,16.5,1.08,3.0,25.36,81.08,1942.45,9.72,10.84,0.96,24.86,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2
5.56,21.83,0.36,0.34,38.04,60.65,1003.58,9.27,19.08,1.51,81.92,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0
7.39,39.06,1.42,0.67,12.78,59.14,1021.32,7.95,6.52,1.65,11.93,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,1
4.83,55.39,0.38,1.17,37.55,77.14,1969.54,9.09,18.46,3.76,5.45,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,2
5.37,39.28,0.46,3.34,41.49,70.62,1989.27,10.92,13.6,11.47,82.48,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1
5.02,50.68,1.29,3.28,18.94,45.21,134.24,4.53,18.66,13.34,25.75,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,1
5.48,56.43,0.66,0.16,15.17,57.15,1716.07,4.93,14.95,7.24,30.62,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,2
6.17,22.22,1.59,0.89,35.78,88.04,1813.88,9.45,17.68,8.9,51.66,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,2
6.54,47.86,1.15,0.62,25.09,75.16,1783.31,7.67,12.7,2.38,105.46,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,2
5.29,35.99,1.38,0.79,27.45,61.32,1972.72,9.31,2.43,11.97,12.24,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,1
5.85,8.63,0.35,1.25,35.09,83.51,663.16,10.28,16.5,8.88,101.43,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,2
6.3,21.63,0.38,2.43,14.3,57.34,2263.49,5.19,18.33,4.17,48.19,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,2
6.22,59.12,1.3,2.53,19.2,50.67,1111.32,8.84,8.98,4.16,94.91,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,1
6.18,51.62,0.39,0.55,16.84,58.04,1535.56,6.67,11.57,10.7,20.24,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,1
6.98,36.33,1.11,0.74,14.02,47.03,691.86,4.44,1.36,6.39,4.27,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,1
7.13,55.76,0.31,0.48,22.4,88.3,698.37,10.31,10.64,9.91,13.1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,1
5.85,11.95,1.49,2.34,34.36,89.02,401.79,6.01,11.45,8.56,66.3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,2
7.64,52.43,0.58,0.6,38.54,64.17,1698.45,7.12,0.76,3.48,105.15,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,1
7.76,28.98,1.08,1.3,39.72,58.27,2430.83,10.63,17.71,6.51,4.74,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1
5.76,58.02,0.52,0.93,13.9,69.45,1482.28,5.77,12.96,11.89,6.77,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,2
6.57,21.03,0.4,2.87,30.09,91.64,1564.11,5.08,7.06,10.32,82.42,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2
4.89,26.37,1.3,0.2,26.65,87.64,629.81,10.37,3.09,7.47,67.41,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,1
6.46,57.47,0.58,1.23,32.61,52.74,919.82,8.92,7.27,2.32,5.96,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,1
6.7,42.88,1.0,1.31,29.89,61.82,1173.64,8.65,6.85,0.86,26.1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,1
6.79,44.66,0.67,1.46,41.49,38.57,1379.74,5.57,3.71,3.0,118.99,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,1
6.29,54.66,1.21,1.45,30.73,85.0,43.22,7.69,15.26,9.6,1.92,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,2
6.96,44.98,1.52,1.38,18.82,34.96,720.84,4.65,13.9,1.27,8.28,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,1
5.63,48.48,1.1,0.81,39.92,32.71,2176.44,10.81,6.45,1.74,31.61,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
7.41,20.96,1.15,2.81,15.23,65.33,158.51,6.42,10.54,6.35,115.26,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,2
7.76,37.32,0.57,2.37,28.59,79.4,2176.57,6.84,19.82,5.77,103.52,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
7.53,60.71,0.49,0.56,15.14,50.86,952.63,9.5,15.49,4.9,11.61,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1
5.62,26.21,1.21,2.17,25.28,59.5,311.31,4.33,5.13,6.18,18.11,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,1
6.08,57.35,0.47,0.13,36.86,42.24,1430.44,6.91,0.63,9.02,110.33,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,1
5.39,40.11,1.19,2.24,15.86,49.35,916.19,6.73,11.91,9.25,34.93,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,2
6.48,38.91,0.84,0.6,13.95,32.86,2337.98,10.15,8.9,6.47,107.13,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,1
6.77,20.25,1.3,3.47,40.63,93.54,157.29,5.73,19.1,8.49,30.23,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,2
7.5,17.48,0.45,0.84,18.85,87.58,968.35,6.17,7.74,11.03,11.41,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,2
8.03,36.15,1.0,1.81,35.57,62.29,1402.58,6.72,7.78,7.08,78.35,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1
5.7,58.71,1.41,2.8,21.57,72.48,2187.38,10.09,4.92,5.61,39.31,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,1
6.69,50.14,0.87,2.68,40.78,49.3,54.59,6.55,7.88,7.81,87.41,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,2
5.11,63.65,0.62,2.22,38.13,88.62,325.51,10.91,5.18,14.8,29.41,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,1
5.11,28.81,1.15,0.74,41.97,61.79,1533.3,7.09,19.45,11.93,113.85,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,1
4.88,21.82,1.28,1.4,22.08,26.5,1396.69,6.24,16.62,2.01,56.69,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,2
5.98,49.37,0.36,0.41,20.66,33.9,2252.81,5.64,4.93,3.88,69.74,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
6.88,21.82,0.37,2.43,36.18,57.8,63.83,7.59,19.46,7.61,33.8,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
6.24,27.39,0.95,0.71,16.43,46.66,166.18,9.02,10.47,11.61,22.62,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,1
7.88,61.72,0.99,2.76,26.04,80.2,728.16,8.69,15.38,6.54,87.71,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,1
6.42,42.88,0.47,1.89,29.24,73.52,2401.36,8.18,4.54,10.67,79.3,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
6.03,53.79,1.46,0.51,30.28,44.73,1931.97,5.02,14.98,3.37,45.26,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,2
5.05,56.83,1.59,1.74,34.74,82.54,1316.0,4.35,14.79,11.13,32.3,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,2
5.52,58.99,0.42,2.02,24.31,50.7,928.45,5.34,13.39,5.48,30.79,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
6.2,28.61,1.18,3.02,30.15,43.39,2216.09,5.44,2.37,8.32,8.21,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1
7.94,8.15,0.72,1.64,24.88,47.77,419.99,7.59,15.84,14.07,0.18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,1
5.33,14.36,0.67,0.51,18.64,79.24,1365.02,7.18,5.57,11.66,65.49,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,2
